year,month,day,t
2013,май,7,9.0
2014,май,7,12.0
2015,май,7,5.0
2016,май,7,9.0
2017,май,7,3.0
2018,май,7,7.0
2019,май,7,19.0
2020,май,7,25.0
2021,май,7,8.0
2022,май,7,8.0
2023,май,7,7.0
среднемноголетняя температура,май,8,12.066666666666666
2009,май,8,24.0
2010,май,8,7.0
2011,май,8,20.0
2012,май,8,8.0
2013,май,8,10.0
2014,май,8,15.0
2015,май,8,7.0
2016,май,8,5.0
2017,май,8,6.0
2018,май,8,11.0
2019,май,8,15.0
2020,май,8,22.0
2021,май,8,15.0
2022,май,8,13.0
2023,май,8,3.0
среднемноголетняя температура,май,9,12.733333333333333
2009,май,9,20.0
2010,май,9,12.0
2011,май,9,18.0
2012,май,9,10.0
2013,май,9,10.0
2014,май,9,10.0
2015,май,9,4.0
2016,май,9,7.0
2017,май,9,8.0
2018,май,9,10.0
2019,май,9,20.0
2020,май,9,22.0
2021,май,9,20.0
2022,май,9,14.0
2023,май,9,6.0
среднемноголетняя температура,май,10,14.433333333333334
2009,май,10,15.0
2010,май,10,22.0
2011,май,10,19.0
2012,май,10,12.0
2013,май,10,10.0
2014,май,10,20.0
2015,май,10,6.0
2016,май,10,9.0
2017,май,10,12.0
2018,май,10,8.0
2019,май,10,23.0
2020,май,10,22.0
2021,май,10,18.0
2022,май,10,13.0
2023,май,10,7.5
среднемноголетняя температура,май,11,12.906666666666666
2009,май,11,22.0
2010,май,11,15.6
2011,май,11,5.0
2012,май,11,11.0
2013,май,11,13.0
2014,май,11,17.0
2015,май,11,11.0
2016,май,11,11.0
2017,май,11,5.0
2018,май,11,10.0
2019,май,11,22.0
2020,май,11,14.0
2021,май,11,17.0
2022,май,11,10.0
2023,май,11,10.0
среднемноголетняя температура,май,12,15.2
2009,май,12,24.0
2010,май,12,22.0
2011,май,12,7.0
2012,май,12,12.5
2013,май,12,12.0
2014,май,12,20.0
2015,май,12,12.0
2016,май,12,15.0
2017,май,12,8.0
2018,май,12,13.0
2019,май,12,29.0
2020,май,12,15.0
2021,май,12,15.5
2022,май,12,11.0
2023,май,12,12.0
среднемноголетняя температура,май,13,16.0
2009,май,13,25.0
2010,май,13,19.0
2011,май,13,8.0
2012,май,13,7.0
2013,май,13,14.0
2014,май,13,25.0
2015,май,13,15.0
2016,май,13,15.0
2017,май,13,7.0
2018,май,13,15.0
2019,май,13,27.0
2020,май,13,16.0
2021,май,13,24.0
2022,май,13,9.0
2023,май,13,14.0
среднемноголетняя температура,май,14,14.3
2009,май,14,24.0
2010,май,14,25.0
2011,май,14,9.0
2012,май,14,6.0
2013,май,14,15.0
2014,май,14,26.0
2015,май,14,13.0
2016,май,14,7.0
2017,май,14,5.0
2018,май,14,13.0
2019,май,14,17.0
2020,май,14,10.0
2021,май,14,23.0
2022,май,14,11.0
2023,май,14,10.5
среднемноголетняя температура,май,15,14.3
2009,май,15,18.0
2010,май,15,16.0
2011,май,15,10.0
2012,май,15,7.0
2013,май,15,19.0
2014,май,15,25.0
2015,май,15,20.0
2016,май,15,8.0
2017,май,15,4.0
2018,май,15,17.0
2019,май,15,10.0
2020,май,15,13.0
2021,май,15,24.0
2022,май,15,12.5
2023,май,15,11.0
среднемноголетняя температура,май,16,14.533333333333333
2009,май,16,15.0
2010,май,16,14.0
2011,май,16,10.0
2012,май,16,9.0
2013,май,16,15.0
2014,май,16,18.0
2015,май,16,20.0
2016,май,16,20.0
2017,май,16,7.0
2018,май,16,11.0
2019,май,16,11.0
2020,май,16,12.0
2021,май,16,27.0
2022,май,16,15.0
2023,май,16,14.0
среднемноголетняя температура,май,17,12.233333333333333
2009,май,17,4.0
2010,май,17,8.0
2011,май,17,11.0
2012,май,17,15.0
2013,май,17,16.0
2014,май,17,15.0
2015,май,17,12.0
2016,май,17,20.0
2017,май,17,8.0
2018,май,17,10.0
2019,май,17,8.0
2020,май,17,7.0
2021,май,17,22.5
2022,май,17,10.0
2023,май,17,17.0
среднемноголетняя температура,май,18,14.566666666666666
2009,май,18,15.0
2010,май,18,16.0
2011,май,18,16.0
2012,май,18,16.0
2013,май,18,10.0
2014,май,18,15.0
2015,май,18,15.0
2016,май,18,21.0
2017,май,18,15.0
2018,май,18,18.0
2019,май,18,4.0
2020,май,18,8.0
2021,май,18,20.0
2022,май,18,12.0
2023,май,18,17.5
среднемноголетняя температура,май,19,12.42
2009,май,19,16.0
2010,май,19,6.3
2011,май,19,17.0
2012,май,19,15.0
2013,май,19,9.0
2014,май,19,13.0
2015,май,19,12.0
2016,май,19,21.0
2017,май,19,6.0
2018,май,19,17.0
2019,май,19,4.0
2020,май,19,13.0
2021,май,19,16.0
2022,май,19,6.0
2023,май,19,15.0
среднемноголетняя температура,май,20,13.4
2009,май,20,5.0
2010,май,20,7.0
2011,май,20,14.0
2012,май,20,14.0
2013,май,20,12.0
2014,май,20,16.0
2015,май,20,13.0
2016,май,20,23.0
2017,май,20,14.0
2018,май,20,16.0
2019,май,20,7.0
2020,май,20,16.0
2021,май,20,18.0
2022,май,20,10.0
2023,май,20,16.0
среднемноголетняя температура,май,21,14.2
2009,май,21,6.0
2010,май,21,15.0
2011,май,21,12.0
2012,май,21,20.0
2013,май,21,5.0
2014,май,21,25.0
2015,май,21,12.0
2016,май,21,23.0
2017,май,21,8.0
2018,май,21,20.0
2019,май,21,10.0
2020,май,21,11.0
2021,май,21,24.0
2022,май,21,4.0
2023,май,21,18.0
среднемноголетняя температура,май,22,14.2
2009,май,22,10.0
2010,май,22,17.0
2011,май,22,11.0
2012,май,22,18.0
2013,май,22,10.0
2014,май,22,26.0
2015,май,22,10.0
2016,май,22,24.0
2017,май,22,8.0
2018,май,22,18.0
2019,май,22,10.0
2020,май,22,10.0
2021,май,22,20.0
2022,май,22,3.0
2023,май,22,18.0
среднемноголетняя температура,май,23,14.286666666666667
2009,май,23,14.0
2010,май,23,7.8
2011,май,23,10.0
2012,май,23,12.0
2013,май,23,19.0
2014,май,23,22.0
2015,май,23,17.0
2016,май,23,25.0
2017,май,23,5.0
2018,май,23,23.0
2019,май,23,10.0
2020,май,23,11.0
2021,май,23,14.0
2022,май,23,5.5
2023,май,23,19.0
среднемноголетняя температура,май,24,14.533333333333333
2009,май,24,9.0
2010,май,24,14.0
2011,май,24,14.0
2012,май,24,10.0
2013,май,24,16.0
2014,май,24,18.0
2015,май,24,12.0
2016,май,24,27.0
2017,май,24,10.0
2018,май,24,20.0
2019,май,24,5.0
2020,май,24,16.0
2021,май,24,20.0
2022,май,24,6.0
2023,май,24,21.0
среднемноголетняя температура,май,25,15.566666666666666
2009,май,25,20.0
2010,май,25,17.5
2011,май,25,13.0
2012,май,25,8.0
2013,май,25,18.0
2014,май,25,25.0
2015,май,25,12.0
2016,май,25,27.0
2017,май,25,13.0
2018,май,25,12.0
2019,май,25,10.0
2020,май,25,10.0
2021,май,25,15.0
2022,май,25,10.0
2023,май,25,23.0
среднемноголетняя температура,май,26,15.666666666666666
2009,май,26,15.0
2010,май,26,15.0
2011,май,26,15.0
2012,май,26,10.0
2013,май,26,25.0
2014,май,26,15.0
2015,май,26,15.0
2016,май,26,27.0
2017,май,26,15.0
2018,май,26,11.0
2019,май,26,14.0
2020,май,26,12.0
2021,май,26,14.0
2022,май,26,9.0
2023,май,26,23.0
среднемноголетняя температура,май,27,16.92
2009,май,27,18.0
2010,май,27,11.0
2011,май,27,16.8
2012,май,27,15.0
2013,май,27,20.0
2014,май,27,16.0
2015,май,27,26.0
2016,май,27,24.0
2017,май,27,20.0
2018,май,27,10.0
2019,май,27,17.0
2020,май,27,15.0
2021,май,27,12.0
2022,май,27,9.0
2023,май,27,24.0
среднемноголетняя температура,май,28,15.866666666666667
2009,май,28,21.0
2010,май,28,15.5
2011,май,28,18.0
2012,май,28,17.0
2013,май,28,15.0
2014,май,28,13.0
2015,май,28,24.0
2016,май,28,17.0
2017,май,28,8.0
2018,май,28,9.0
2019,май,28,18.0
2020,май,28,14.0
2021,май,28,14.5
2022,май,28,11.0
2023,май,28,23.0
среднемноголетняя температура,май,29,16.766666666666666
2009,май,29,26.0
2010,май,29,9.5
2011,май,29,15.0
2012,май,29,20.0
2013,май,29,25.0
2014,май,29,15.0
2015,май,29,25.0
2016,май,29,15.0
2017,май,29,5.0
2018,май,29,10.0
2019,май,29,19.0
2020,май,29,14.0
2021,май,29,20.0
2022,май,29,12.0
2023,май,29,21.0
среднемноголетняя температура,май,30,15.9
2009,май,30,18.0
2010,май,30,9.0
2011,май,30,17.0
2012,май,30,20.0
2013,май,30,25.0
2014,май,30,16.0
2015,май,30,25.0
2016,май,30,11.0
2017,май,30,6.0
2018,май,30,12.0
2019,май,30,20.0
2020,май,30,20.0
2021,май,30,10.0
2022,май,30,11.0
2023,май,30,18.5
среднемноголетняя температура,май,31,15.357142857142858
2009,май,31,13.0
2010,май,31,11.0
2011,май,31,15.0
2012,май,31,25.0
2013,май,31,23.0
2014,май,31,17.0
2015,май,31,26.0
2016,май,31,
2017,май,31,7.0
2018,май,31,7.0
2019,май,31,17.0
2020,май,31,9.0
2021,май,31,11.0
2022,май,31,13.0
2023,май,31,21.0
среднемноголетняя температура,июнь,1,15.7
2009,июнь,1,13.0
2010,июнь,1,14.0
2011,июнь,1,14.0
2012,июнь,1,10.0
2013,июнь,1,22.0
2014,июнь,1,26.0
2015,июнь,1,27.0
2016,июнь,1,19.0
2017,июнь,1,15.0
2018,июнь,1,1.0
2019,июнь,1,17.0
2020,июнь,1,8.0
2021,июнь,1,8.5
2022,июнь,1,20.0
2023,июнь,1,21.0
среднемноголетняя температура,июнь,2,15.8
2009,июнь,2,14.0
2010,июнь,2,16.0
2011,июнь,2,15.0
2012,июнь,2,11.0
2013,июнь,2,20.0
2014,июнь,2,28.0
2015,июнь,2,25.0
2016,июнь,2,20.0
2017,июнь,2,18.0
2018,июнь,2,3.0
2019,июнь,2,17.0
2020,июнь,2,8.0
2021,июнь,2,10.0
2022,июнь,2,16.0
2023,июнь,2,16.0
среднемноголетняя температура,июнь,3,17.033333333333335
2009,июнь,3,20.0
2010,июнь,3,18.0
2011,июнь,3,22.0
2012,июнь,3,10.0
2013,июнь,3,20.0
2014,июнь,3,20.0
2015,июнь,3,25.0
2016,июнь,3,19.0
2017,июнь,3,12.0
2018,июнь,3,8.0
2019,июнь,3,22.0
2020,июнь,3,12.0
2021,июнь,3,11.0
2022,июнь,3,17.0
2023,июнь,3,19.5
среднемноголетняя температура,июнь,4,16.366666666666667
2009,июнь,4,23.0
2010,июнь,4,14.0
2011,июнь,4,20.0
2012,июнь,4,12.0
2013,июнь,4,22.0
2014,июнь,4,20.0
2015,июнь,4,25.0
2016,июнь,4,24.0
2017,июнь,4,10.0
2018,июнь,4,8.0
2019,июнь,4,5.0
2020,июнь,4,15.0
2021,июнь,4,13.0
2022,июнь,4,14.5
2023,июнь,4,20.0
среднемноголетняя температура,июнь,5,17.0
2009,июнь,5,18.0
2010,июнь,5,18.0
2011,июнь,5,19.0
2012,июнь,5,14.0
2013,июнь,5,16.0
2014,июнь,5,19.0
2015,июнь,5,15.0
2016,июнь,5,23.0
2017,июнь,5,13.0
2018,июнь,5,24.0
2019,июнь,5,15.0
2020,июнь,5,16.0
2021,июнь,5,15.0
2022,июнь,5,15.0
2023,июнь,5,15.0
среднемноголетняя температура,июнь,6,16.133333333333333
2009,июнь,6,17.0
2010,июнь,6,15.0
2011,июнь,6,20.0
2012,июнь,6,11.0
2013,июнь,6,15.0
2014,июнь,6,19.0
2015,июнь,6,15.0
2016,июнь,6,22.0
2017,июнь,6,13.0
2018,июнь,6,10.0
2019,июнь,6,16.0
2020,июнь,6,18.0
2021,июнь,6,21.0
2022,июнь,6,15.0
2023,июнь,6,15.0
среднемноголетняя температура,июнь,7,14.133333333333333
2009,июнь,7,14.0
2010,июнь,7,12.0
2011,июнь,7,15.0
2012,июнь,7,18.0
2013,июнь,7,13.0
2014,июнь,7,18.0
2015,июнь,7,15.0
2016,июнь,7,16.0
2017,июнь,7,9.0
2018,июнь,7,12.0
2019,июнь,7,11.0
2020,июнь,7,18.0
2021,июнь,7,15.0
2022,июнь,7,12.0
2023,июнь,7,14.0
среднемноголетняя температура,июнь,8,15.914
2009,июнь,8,17.0
2010,июнь,8,11.71
2011,июнь,8,17.0
2012,июнь,8,23.0
2013,июнь,8,19.0
2014,июнь,8,17.0
2015,июнь,8,15.0
2016,июнь,8,17.0
2017,июнь,8,11.0
2018,июнь,8,13.0
2019,июнь,8,13.0
2020,июнь,8,24.0
2021,июнь,8,15.0
2022,июнь,8,14.0
2023,июнь,8,12.0
среднемноголетняя температура,июнь,9,16.966666666666665
2009,июнь,9,20.0
2010,июнь,9,12.0
2011,июнь,9,19.0
2012,июнь,9,24.0
2013,июнь,9,22.0
2014,июнь,9,23.0
2015,июнь,9,12.0
2016,июнь,9,21.0
2017,июнь,9,13.0
2018,июнь,9,10.0
2019,июнь,9,19.0
2020,июнь,9,24.0
2021,июнь,9,12.5
2022,июнь,9,11.0
2023,июнь,9,12.0
среднемноголетняя температура,июнь,10,16.533333333333335
2009,июнь,10,24.0
2010,июнь,10,9.0
2011,июнь,10,19.0
2012,июнь,10,21.0
2013,июнь,10,20.0
2014,июнь,10,17.0
2015,июнь,10,12.0
2016,июнь,10,18.0
2017,июнь,10,15.0
2018,июнь,10,6.0
2019,июнь,10,20.0
2020,июнь,10,22.0
2021,июнь,10,17.0
2022,июнь,10,14.0
2023,июнь,10,14.0
среднемноголетняя температура,июнь,11,16.433333333333334
2009,июнь,11,22.0
2010,июнь,11,13.0
2011,июнь,11,17.0
2012,июнь,11,23.0
2013,июнь,11,22.0
2014,июнь,11,10.0
2015,июнь,11,10.0
2016,июнь,11,22.0
2017,июнь,11,20.0
2018,июнь,11,8.0
2019,июнь,11,19.0
2020,июнь,11,21.0
2021,июнь,11,16.0
2022,июнь,11,14.0
2023,июнь,11,9.5
среднемноголетняя температура,июнь,12,15.8
2009,июнь,12,25.0
2010,июнь,12,15.0
2011,июнь,12,12.0
2012,июнь,12,23.0
2013,июнь,12,27.0
2014,июнь,12,9.0
2015,июнь,12,11.0
2016,июнь,12,23.0
2017,июнь,12,15.0
2018,июнь,12,10.0
2019,июнь,12,14.0
2020,июнь,12,18.0
2021,июнь,12,18.0
2022,июнь,12,10.0
2023,июнь,12,7.0
среднемноголетняя температура,июнь,13,16.8
2009,июнь,13,23.0
2010,июнь,13,21.0
2011,июнь,13,10.0
2012,июнь,13,20.0
2013,июнь,13,25.0
2014,июнь,13,15.0
2015,июнь,13,11.0
2016,июнь,13,22.0
2017,июнь,13,17.0
2018,июнь,13,12.0
2019,июнь,13,11.0
2020,июнь,13,15.0
2021,июнь,13,21.0
2022,июнь,13,15.0
2023,июнь,13,14.0
среднемноголетняя температура,июнь,14,17.333333333333332
2009,июнь,14,19.0
2010,июнь,14,16.0
2011,июнь,14,12.0
2012,июнь,14,25.0
2013,июнь,14,23.0
2014,июнь,14,15.0
2015,июнь,14,14.0
2016,июнь,14,22.0
2017,июнь,14,20.0
2018,июнь,14,13.0
2019,июнь,14,10.0
2020,июнь,14,9.0
2021,июнь,14,28.0
2022,июнь,14,16.0
2023,июнь,14,18.0
среднемноголетняя температура,июнь,15,17.633333333333333
2009,июнь,15,24.0
2010,июнь,15,15.0
2011,июнь,15,15.0
2012,июнь,15,20.0
2013,июнь,15,24.0
2014,июнь,15,14.0
2015,июнь,15,12.0
2016,июнь,15,20.0
2017,июнь,15,22.0
2018,июнь,15,12.0
2019,июнь,15,13.0
2020,июнь,15,13.0
2021,июнь,15,24.0
2022,июнь,15,19.0
2023,июнь,15,17.5
среднемноголетняя температура,июнь,16,17.866666666666667
2009,июнь,16,25.0
2010,июнь,16,12.0
2011,июнь,16,11.0
2012,июнь,16,16.0
2013,июнь,16,27.0
2014,июнь,16,15.0
2015,июнь,16,18.0
2016,июнь,16,24.0
2017,июнь,16,20.0
2018,июнь,16,12.0
2019,июнь,16,10.0
2020,июнь,16,19.0
2021,июнь,16,22.0
2022,июнь,16,20.0
2023,июнь,16,17.0
среднемноголетняя температура,июнь,17,17.7
2009,июнь,17,21.0
2010,июнь,17,15.0
2011,июнь,17,14.5
2012,июнь,17,15.0
2013,июнь,17,25.0
2014,июнь,17,16.0
2015,июнь,17,18.0
2016,июнь,17,25.0
2017,июнь,17,20.0
2018,июнь,17,11.0
2019,июнь,17,12.0
2020,июнь,17,16.0
2021,июнь,17,19.0
2022,июнь,17,25.0
2023,июнь,17,13.0
среднемноголетняя температура,июнь,18,16.866666666666667
2009,июнь,18,24.0
2010,июнь,18,14.0
2011,июнь,18,15.0
2012,июнь,18,14.0
2013,июнь,18,24.0
2014,июнь,18,18.0
2015,июнь,18,18.0
2016,июнь,18,21.0
2017,июнь,18,21.0
2018,июнь,18,18.0
2019,июнь,18,11.0
2020,июнь,18,11.0
2021,июнь,18,15.0
2022,июнь,18,18.0
2023,июнь,18,11.0
среднемноголетняя температура,июнь,19,19.0
2009,июнь,19,22.0
2010,июнь,19,15.0
2011,июнь,19,14.0
2012,июнь,19,22.0
2013,июнь,19,33.0
2014,июнь,19,17.0
2015,июнь,19,21.0
2016,июнь,19,23.0
2017,июнь,19,18.0
2018,июнь,19,23.0
2019,июнь,19,16.0
2020,июнь,19,13.0
2021,июнь,19,23.0
2022,июнь,19,16.0
2023,июнь,19,9.0
среднемноголетняя температура,июнь,20,18.633333333333333
2009,июнь,20,21.0
2010,июнь,20,16.0
2011,июнь,20,10.0
2012,июнь,20,20.0
2013,июнь,20,32.0
2014,июнь,20,20.0
2015,июнь,20,25.0
2016,июнь,20,20.0
2017,июнь,20,16.0
2018,июнь,20,16.0
2019,июнь,20,19.0
2020,июнь,20,15.0
2021,июнь,20,21.0
2022,июнь,20,18.5
2023,июнь,20,10.0
среднемноголетняя температура,июнь,21,19.8
2009,июнь,21,23.0
2010,июнь,21,17.0
2011,июнь,21,15.0
2012,июнь,21,18.0
2013,июнь,21,31.0
2014,июнь,21,23.0
2015,июнь,21,31.0
2016,июнь,21,23.0
2017,июнь,21,22.0
2018,июнь,21,12.0
2019,июнь,21,20.0
2020,июнь,21,10.0
2021,июнь,21,28.0
2022,июнь,21,15.0
2023,июнь,21,9.0
среднемноголетняя температура,июнь,22,19.8
2009,июнь,22,18.0
2010,июнь,22,20.0
2011,июнь,22,16.0
2012,июнь,22,21.0
2013,июнь,22,34.0
2014,июнь,22,23.0
2015,июнь,22,27.0
2016,июнь,22,27.0
2017,июнь,22,21.0
2018,июнь,22,15.0
2019,июнь,22,17.0
2020,июнь,22,8.0
2021,июнь,22,24.0
2022,июнь,22,14.0
2023,июнь,22,12.0
среднемноголетняя температура,июнь,23,20.2
2009,июнь,23,24.0
2010,июнь,23,20.0
2011,июнь,23,22.0
2012,июнь,23,19.0
2013,июнь,23,32.0
2014,июнь,23,21.0
2015,июнь,23,32.0
2016,июнь,23,19.0
2017,июнь,23,16.0
2018,июнь,23,20.0
2019,июнь,23,20.0
2020,июнь,23,10.0
2021,июнь,23,20.0
2022,июнь,23,16.0
2023,июнь,23,12.0
среднемноголетняя температура,июнь,24,21.433333333333334
2009,июнь,24,29.0
2010,июнь,24,23.0
2011,июнь,24,16.0
2012,июнь,24,18.0
2013,июнь,24,33.0
2014,июнь,24,25.0
2015,июнь,24,31.0
2016,июнь,24,22.0
2017,июнь,24,15.0
2018,июнь,24,25.0
2019,июнь,24,19.0
2020,июнь,24,11.0
2021,июнь,24,22.0
2022,июнь,24,14.5
2023,июнь,24,18.0
среднемноголетняя температура,июнь,25,19.21333333333333
2009,июнь,25,24.0
2010,июнь,25,20.7
2011,июнь,25,17.0
2012,июнь,25,16.0
2013,июнь,25,27.0
2014,июнь,25,23.0
2015,июнь,25,19.0
2016,июнь,25,20.0
2017,июнь,25,14.0
2018,июнь,25,31.0
2019,июнь,25,14.0
2020,июнь,25,8.0
2021,июнь,25,22.5
2022,июнь,25,16.0
2023,июнь,25,16.0
среднемноголетняя температура,июнь,26,19.266666666666666
2009,июнь,26,22.0
2010,июнь,26,21.0
2011,июнь,26,18.0
2012,июнь,26,18.0
2013,июнь,26,25.0
2014,июнь,26,21.0
2015,июнь,26,18.0
2016,июнь,26,18.0
2017,июнь,26,20.0
2018,июнь,26,28.0
2019,июнь,26,17.0
2020,июнь,26,12.0
2021,июнь,26,25.0
2022,июнь,26,12.0
2023,июнь,26,14.0
среднемноголетняя температура,июнь,27,19.7
2009,июнь,27,20.0
2010,июнь,27,24.0
2011,июнь,27,20.0
2012,июнь,27,20.0
2013,июнь,27,25.0
2014,июнь,27,20.0
2015,июнь,27,20.0
2016,июнь,27,19.0
2017,июнь,27,20.0
2018,июнь,27,30.0
2019,июнь,27,16.0
2020,июнь,27,11.0
2021,июнь,27,24.0
2022,июнь,27,12.0
2023,июнь,27,14.5
среднемноголетняя температура,июнь,28,19.2
2009,июнь,28,25.0
2010,июнь,28,27.0
2011,июнь,28,22.0
2012,июнь,28,21.0
2013,июнь,28,25.0
2014,июнь,28,15.0
2015,июнь,28,25.0
2016,июнь,28,10.0
2017,июнь,28,17.0
2018,июнь,28,25.0
2019,июнь,28,14.0
2020,июнь,28,9.0
2021,июнь,28,25.0
2022,июнь,28,7.0
2023,июнь,28,21.0
среднемноголетняя температура,июнь,29,19.533333333333335
2009,июнь,29,24.0
2010,июнь,29,20.0
2011,июнь,29,23.0
2012,июнь,29,22.0
2013,июнь,29,25.0
2014,июнь,29,15.0
2015,июнь,29,25.0
2016,июнь,29,12.0
2017,июнь,29,19.0
2018,июнь,29,25.0
2019,июнь,29,17.0
2020,июнь,29,9.0
2021,июнь,29,28.0
2022,июнь,29,10.0
2023,июнь,29,19.0
среднемноголетняя температура,июнь,30,19.566666666666666
2009,июнь,30,26.0
2010,июнь,30,12.5
2011,июнь,30,20.0
2012,июнь,30,25.0
2013,июнь,30,25.0
2014,июнь,30,17.0
2015,июнь,30,20.0
2016,июнь,30,18.0
2017,июнь,30,18.0
2018,июнь,30,23.0
2019,июнь,30,18.0
2020,июнь,30,11.0
2021,июнь,30,30.0
2022,июнь,30,11.0
2023,июнь,30,19.0
среднемноголетняя температура,июль,1,20.266666666666666
2009,июль,1,18.0
2010,июль,1,22.0
2011,июль,1,25.0
2012,июль,1,30.0
2013,июль,1,24.0
2014,июль,1,21.0
2015,июль,1,10.0
2016,июль,1,16.0
2017,июль,1,15.0
2018,июль,1,30.0
2019,июль,1,18.0
2020,июль,1,14.0
2021,июль,1,25.0
2022,июль,1,14.0
2023,июль,1,22.0
среднемноголетняя температура,июль,2,21.313333333333333
2009,июль,2,16.0
2010,июль,2,24.7
2011,июль,2,27.0
2012,июль,2,32.0
2013,июль,2,25.0
2014,июль,2,24.0
2015,июль,2,12.0
2016,июль,2,25.0
2017,июль,2,16.0
2018,июль,2,30.0
2019,июль,2,16.0
2020,июль,2,13.0
2021,июль,2,23.0
2022,июль,2,16.0
2023,июль,2,20.0
среднемноголетняя температура,июль,3,21.133333333333333
2009,июль,3,15.0
2010,июль,3,23.0
2011,июль,3,27.0
2012,июль,3,30.0
2013,июль,3,26.0
2014,июль,3,26.0
2015,июль,3,8.0
2016,июль,3,23.0
2017,июль,3,17.0
2018,июль,3,27.0
2019,июль,3,18.0
2020,июль,3,16.0
2021,июль,3,22.0
2022,июль,3,18.0
2023,июль,3,21.0
среднемноголетняя температура,июль,4,21.733333333333334
2009,июль,4,20.0
2010,июль,4,14.0
2011,июль,4,25.0
2012,июль,4,28.0
2013,июль,4,38.0
2014,июль,4,27.0
2015,июль,4,10.0
2016,июль,4,26.0
2017,июль,4,16.0
2018,июль,4,29.0
2019,июль,4,17.0
2020,июль,4,22.0
2021,июль,4,19.0
2022,июль,4,13.0
2023,июль,4,22.0
среднемноголетняя температура,июль,5,20.0
2009,июль,5,10.0
2010,июль,5,20.0
2011,июль,5,19.0
2012,июль,5,29.0
2013,июль,5,33.0
2014,июль,5,25.0
2015,июль,5,11.0
2016,июль,5,24.0
2017,июль,5,14.0
2018,июль,5,25.0
2019,июль,5,13.0
2020,июль,5,25.0
2021,июль,5,15.0
2022,июль,5,15.0
2023,июль,5,22.0
среднемноголетняя температура,июль,6,19.933333333333334
2009,июль,6,17.0
2010,июль,6,17.0
2011,июль,6,19.0
2012,июль,6,26.0
2013,июль,6,29.0
2014,июль,6,22.0
2015,июль,6,12.0
2016,июль,6,22.0
2017,июль,6,12.0
2018,июль,6,23.0
2019,июль,6,16.0
2020,июль,6,25.0
2021,июль,6,17.0
2022,июль,6,18.0
2023,июль,6,24.0
среднемноголетняя температура,июль,7,19.7
2009,июль,7,14.0
2010,июль,7,15.0
2011,июль,7,20.0
2012,июль,7,18.0
2013,июль,7,28.0
2014,июль,7,21.0
2015,июль,7,7.0
2016,июль,7,22.0
2017,июль,7,13.0
2018,июль,7,25.0
2019,июль,7,18.0
2020,июль,7,30.0
2021,июль,7,17.5
2022,июль,7,25.0
2023,июль,7,22.0
среднемноголетняя температура,июль,8,20.666666666666668
2009,июль,8,15.0
2010,июль,8,20.0
2011,июль,8,21.0
2012,июль,8,20.0
2013,июль,8,27.0
2014,июль,8,17.0
2015,июль,8,10.0
2016,июль,8,27.0
2017,июль,8,15.0
2018,июль,8,25.0
2019,июль,8,12.0
2020,июль,8,29.0
2021,июль,8,26.0
2022,июль,8,25.0
2023,июль,8,21.0
среднемноголетняя температура,июль,9,21.2
2009,июль,9,18.0
2010,июль,9,23.0
2011,июль,9,17.0
2012,июль,9,21.0
2013,июль,9,25.0
2014,июль,9,20.0
2015,июль,9,14.0
2016,июль,9,19.0
2017,июль,9,16.0
2018,июль,9,23.0
2019,июль,9,18.0
2020,июль,9,30.0
2021,июль,9,27.0
2022,июль,9,23.0
2023,июль,9,24.0
среднемноголетняя температура,июль,10,21.52
2009,июль,10,16.0
2010,июль,10,25.8
2011,июль,10,18.0
2012,июль,10,28.0
2013,июль,10,23.0
2014,июль,10,15.0
2015,июль,10,15.0
2016,июль,10,22.0
2017,июль,10,14.0
2018,июль,10,25.0
2019,июль,10,18.0
2020,июль,10,30.0
2021,июль,10,22.0
2022,июль,10,30.0
2023,июль,10,21.0
среднемноголетняя температура,июль,11,20.633333333333333
2009,июль,11,15.0
2010,июль,11,23.0
2011,июль,11,19.0
2012,июль,11,25.0
2013,июль,11,24.0
2014,июль,11,13.0
2015,июль,11,14.0
2016,июль,11,19.0
2017,июль,11,20.0
2018,июль,11,19.0
2019,июль,11,20.0
2020,июль,11,20.0
2021,июль,11,17.5
2022,июль,11,32.0
2023,июль,11,29.0
среднемноголетняя температура,июль,12,20.8
2009,июль,12,20.0
2010,июль,12,22.0
2011,июль,12,18.0
2012,июль,12,29.0
2013,июль,12,25.0
2014,июль,12,12.0
2015,июль,12,15.0
2016,июль,12,23.0
2017,июль,12,23.0
2018,июль,12,18.0
2019,июль,12,17.0
2020,июль,12,23.0
2021,июль,12,18.0
2022,июль,12,24.0
2023,июль,12,25.0
среднемноголетняя температура,июль,13,20.3
2009,июль,13,24.0
2010,июль,13,17.0
2011,июль,13,19.0
2012,июль,13,30.0
2013,июль,13,24.0
2014,июль,13,15.0
2015,июль,13,13.0
2016,июль,13,21.0
2017,июль,13,21.0
2018,июль,13,20.0
2019,июль,13,22.0
2020,июль,13,23.0
2021,июль,13,14.0
2022,июль,13,24.0
2023,июль,13,17.5
среднемноголетняя температура,июль,14,21.5
2009,июль,14,24.0
2010,июль,14,14.5
2011,июль,14,18.0
2012,июль,14,33.0
2013,июль,14,17.0
2014,июль,14,20.0
2015,июль,14,17.0
2016,июль,14,22.0
2017,июль,14,23.0
2018,июль,14,25.0
2019,июль,14,22.0
2020,июль,14,30.0
2021,июль,14,17.0
2022,июль,14,23.0
2023,июль,14,17.0
среднемноголетняя температура,июль,15,20.82
